what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411637897467
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411637905182
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411638042424
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411638042551
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411638042752
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411638158880
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411638173519
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1411638177409
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411638178353
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411638179474
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411638182341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411638185476
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411638190197
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411638199480
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411638339097
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411638339197
executed,command,com.ibm.team.foundation.ide.ui,,"org.eclipse.ui.edit.text.contentAssist.proposals",1411638365041
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411638387623
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411638411587
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411638412680
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1411638412687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411638417800
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411638417918
started,bundle,org.eclipse.jst.server.core,1.2.202.v20110419,"org.eclipse.jst.server.core",1411638417977
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1411638418032
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1411638418034
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1411638418093
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1411638418093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411638418450
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411638425026
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411638496344
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411638588714
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411638620471
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411639035066
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411640347384
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411640347501
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411640347653
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411640358709
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411640366064
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411640368681
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1411640384977
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1411640391018
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411640400780
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411640400870
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1411640409880
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1411640410900
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411640425602
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.400.v20121019_0927,"org.eclipse.wst.jsdt.manipulation",1411640427004
started,bundle,org.eclipse.wst.jsdt.core,1.2.1.v20121019_0927,"org.eclipse.wst.jsdt.core",1411640427101
started,bundle,org.eclipse.wst.jsdt.ui,1.1.300.v20121019_0927,"org.eclipse.wst.jsdt.ui",1411640427170
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411640428062
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411640428113
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1411640428120
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1411640436692
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1411640438047
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1411640438584
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411640444664
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201210032131,"org.eclipse.wst.sse.core",1411640445687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411640445847
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1411640445855
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411640452242
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411640495795
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411640504690
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411640594584
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411640594673
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411640594747
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411640673441
