what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411810240619
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411810275796
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411810329714
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411810350078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411810405873
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411810525994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411810546717
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411810552424
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411810570418
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411810579090
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411810580624
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411810587930
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411810608158
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411810609986
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411810619494
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411810620193
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411810626537
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411810673343
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411810695727
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411810702184
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411810702904
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1411810714525
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411810715790
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411810723967
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1411810725383
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1411810727271
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411810772698
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1411810790662
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1411810792099
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411810793088
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411810924236
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411810941928
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411810943109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411810953102
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411811109360
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1411811111200
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411811118578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411811122858
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411811210385
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411811217551
executed,command,com.ibm.team.apt.ide.ui,,"org.eclipse.ui.edit.selectAll",1411811230519
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411811232053
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411811247688
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411811249623
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411811253057
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411811255667
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411811258241
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411811543447
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1411811546460
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411811548000
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411811548064
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411812943789
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411813153028
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1411813154145
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411813158422
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411813378205
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411813714983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411813715101
executed,command,com.ibm.team.foundation.ide.ui,,"org.eclipse.ui.edit.text.contentAssist.proposals",1411813759088
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411813793289
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411813794661
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411813835934
executed,command,com.ibm.team.foundation.ide.ui,,"org.eclipse.ui.edit.text.contentAssist.proposals",1411814128874
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411814135673
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411814135785
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1411814162806
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1411814168165
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411814173536
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411814174136
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1411814216247
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1411814223849
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.debug",1411814225914
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411814229413
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1411814234740
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1411814236893
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1411814237428
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1411814244060
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1411814248645
